bus;frequency;operator;osm_name;ref;carrier;v_nom;voltage;wkt_srid_4326;x;y;;;;
340;50;50Hertz;enviaM;Umspannwerk_Taucha;substation;220.0;220000;110000;SRID=4326;POINT(12.4696440085589_51.3716629493371);124.696.440.086;513.716.629.493;;
341;50;50Hertz_Transmission;enviaM;Grossdalzig;substation;220.0;220000;110000;SRID=4326;POINT(12.2488239057592_51.1978824277899);122.488.239.058;511.978.824.278;;
342;50;50Hertz;Wolkramshausen_(220_kV);WK;substation;220.0;220000;SRID=4326;POINT(10.7346694298176_51.4401867580454);107.346.694.298;51.440.186.758;;;
343;50;;Pumpspeicherwerk_Goldisthal;;substation;380.0;380000;SRID=4326;POINT(11.0049169149012_50.5074149690608);110.049.169.149;505.074.149.691;;;
344;50;eins-Energie;Niederwiesa;Nws;substation;220.0;220000;110000;SRID=4326;POINT(13.0025898987886_50.8659127196838);130.025.898.988;508.659.127.197;;
345;50;50Hertz;enviaM;Umspannwerk_Herlasgruen;substation;220.0;220000;110000;SRID=4326;POINT(12.2428369226029_50.5674531670625);122.428.369.226;505.674.531.671;;
346;50;50Hertz;Umspannwerk_Reuter;;substation;380.0;380000;110000;SRID=4326;POINT(13.249028367237_52.5316238928337);132.490.283.672;525.316.238.928;;
347;50;50Hertz;Umspannwerk_Charlottenburg;;substation;380.0;380000;110000;SRID=4326;POINT(13.3155158513838_52.5219993683183);133.155.158.514;525.219.993.683;;
348;;50Hertz;Stromnetz_Berlin;Berlin/Mitte;substation;380.0;380000;110000;SRID=4326;POINT(13.3686584616208_52.5031422115792);133.686.584.616;525.031.422.116;;
349;;TenneT_TSO_GmbH;E.ON_Netz_GmbH;Umspannwerk_Sittling;substation;220.0;220000;110000;SRID=4326;POINT(11.7924138446413_48.8382240226632);117.924.138.446;488.382.240.227;;
350;50;TenneT_TSO_GmbH;E.ON_Netz_GmbH;Umspannwerk_Ludersheim;substation;220.0;220000;110000;SRID=4326;POINT(11.3269526751765_49.393473117636);113.269.526.752;493.934.731.176;;
351;50;;Ingolstadt;IN;substation;380.0;380000;220000;110000;SRID=4326;POINT(11.5077305510922_48.7611239877457);115.077.305.511;487.611.239.877;
352;;;Zolling_-_Irsching;ZOL;substation;220.0;220000;110000;SRID=4326;POINT(11.8076056361242_48.4554267991033);118.076.056.361;484.554.267.991;;
353;50;;Irsching;IRS;substation;380.0;380000;220000;110000;SRID=4326;POINT(11.5813705216127_48.7648940508515);115.813.705.216;487.648.940.509;
354;50;;Foehring;;substation;380.0;380000;110000;SRID=4326;POINT(11.6393121107521_48.1787834095237);116.393.121.108;481.787.834.095;;
355;;SEO;Vianden;;substation;220.0;220000;SRID=4326;POINT(6.17791451185192_49.9530650802033);617.791.451.185;499.530.650.802;;;
356;50;Amprion;SA_Bauler;;substation;220.0;220000;SRID=4326;POINT(6.21102031526762_49.9586257531557);621.102.031.527;499.586.257.532;;;
357;;;Flebour;;substation;220.0;220000;65000;SRID=4326;POINT(6.11451700702834_49.9053646588261);611.451.700.703;499.053.646.588;;
358;;;Roost;;substation;220.0;220000;65000;SRID=4326;POINT(6.08346044961418_49.7764406189112);608.346.044.961;497.764.406.189;;
359;;RTE;Poste_lectrique_de_Vigy;;substation;380.0;400000;225000;SRID=4326;POINT(6.27694178519793_49.1977400673896);62.769.417.852;491.977.400.674;;
360;50;;Umspannanlage_Ensdorf;;substation;380.0;380000;220000;110000;SRID=4326;POINT(6.77320783777607_49.2910742103854);677.320.783.778;492.910.742.104;
361;;RTE;Postelectrique_de_Saint-Avold;;substation;220.0;400000;225000;90000;SRID=4326;POINT(6.70365235663769_49.1385111923078);670.365.235.664;491.385.111.923;
362;50;;Laufenburg;;substation;380.0;380000;220000;SRID=4326;POINT(8.04936352422006_47.550881853478);804.936.352.422;475.508.818.535;;
363;50;;Ratsbusch;;substation;220.0;220000;SRID=4326;POINT(7.50006173413631_51.535174092458);750.006.173.414;515.351.740.925;;;
364;;;Station_Dhuennaue;;substation;220.0;220000;110000;SRID=4326;POINT(6.97593254033334_51.0376007284972);697.593.254.033;510.376.007.285;;
365;;;Heizkraftwerk_Reuter_West;;generator;380.0;;SRID=4326;POINT(13.2428489964032_52.5349539946502);132.428.489.964;525.349.539.947;;;
366;50;EnBW;TransnetBW;NetzeBW;substation;380.0;380000;110000;SRID=4326;POINT(8.56218193445384_49.132949935954);856.218.193.445;49.132.949.936;;
367;50;EnBW;Philippsburg_380_kV;;substation;380.0;380000;SRID=4326;POINT(8.4413154852023_49.2514026469585);84.413.154.852;49.251.402.647;;;
368;;;Kavernenkraftwerk_Wehr;;generator;380.0;;SRID=4326;POINT(7.94208128553147_47.6533415488354);794.208.128.553;476.533.415.488;;;
369;50;EON_Netz;Alfstedt;;substation;380.0;380000;110000;SRID=4326;POINT(9.06879105808819_53.5666414121342);906.879.105.809;535.666.414.121;;
370;50;;UA_Dillinger_Huette_Mitte;;substation;220.0;220000;SRID=4326;POINT(6.7413761724965_49.3574919373628);67.413.761.725;493.574.919.374;;;
371;50;Amprion;UA_Obergraben;;substation;220.0;220000;SRID=4326;POINT(6.74970009407096_49.3651763747607);674.970.009.407;493.651.763.748;;;
372;50;Amprion;Station_Saarwellingen;;substation;220.0;220000;110000;SRID=4326;POINT(6.76601564520935_49.3600771523749);676.601.564.521;493.600.771.524;;
373;;"TenneT_TSO_GmbH;_E.ON_Netz_GmbH";Umspannwerk_Regensburg;RE;substation;220.0;220000;SRID=4326;POINT(12.1504016214021_49.0127518128214);121.504.016.214;490.127.518.128;;;
374;50;RWE;Station_Muenster;;substation;220.0;220000;110000;SRID=4326;POINT(7.5913598406626_51.928441667004);759.135.984.066;51.928.441.667;;
375;50;;Karlsruhe-Rintheim;;substation;220.0;220000;110000;SRID=4326;POINT(8.45154437251894_49.0074029130057);845.154.437.252;49.007.402.913;;
376;50;;KW_Heyden;;substation;380.0;380000;SRID=4326;POINT(8.99620817966153_52.379587985752);899.620.817.966;523.795.879.858;;;
377;50;EnBW;EnBW_Umspannwerk_Buenzwangen;BZW;substation;380.0;380000;110000;SRID=4326;POINT(9.56282337410874_48.7014898200493);956.282.337.411;4.870.148.982;;
378;50;;EnBW_Umspannwerk_Altbach_1;;substation;380.0;380000;110000;SRID=4326;POINT(9.37084541589578_48.7191233300187);93.708.454.159;4.871.912.333;;
379;;Netze_BW;EnBW_Umspannwerk_Endersbach;;substation;380.0;380000;110000;SRID=4326;POINT(9.37760577643558_48.812606857093);937.760.577.644;488.126.068.571;;
380;50;enercity_Netzgesellschaft_mbH;Lahe;LAH;substation;220.0;220000;110000;SRID=4326;POINT(9.82158380229154_52.4248552546066);982.158.380.229;524.248.552.546;;
381;50;;Obrigheim;;substation;220.0;220000;110000;SRID=4326;POINT(9.0762254363019_49.3633869626072);90.762.254.363;493.633.869.626;;
382;50;TenneT_TSO_GmbH;Umspannwerk_Bergrheinfeld;BRF;substation;380.0;380000;220000;110000;SRID=4326;POINT(10.1602912689993_49.9891947837947);10.160.291.269;499.891.947.838;
383;50;;Schweinfurt;;substation;220.0;220000;110000;SRID=4326;POINT(10.1964915719944_50.0279724033143);10.196.491.572;500.279.724.033;;
384;50;TenneT_TSO_GmbH;E.ON_Netz_GmbH;Umspannwerk_Raitersaich;substation;380.0;380000;220000;110000;SRID=4326;POINT(10.8431177989998_49.3786926858391);10.843.117.799;493.786.926.858;
385;50;TenneT_TSO_GmbH;E.ON_Netz_GmbH;Umspannwerk_Aschaffenburg;substation;380.0;380000;220000;110000;SRID=4326;POINT(9.09051754868887_49.9700413735997);909.051.754.869;499.700.413.736;
386;;;Umspannwerk_Lage;;substation;220.0;220000;110000;SRID=4326;POINT(8.8139941935628_51.9834366294197);881.399.419.356;519.834.366.294;;
387;50;;Veltheim;;substation;220.0;220000;110000;SRID=4326;POINT(8.93221843866486_52.1933124298166);893.221.843.866;521.933.124.298;;
388;50;EON_WestfalenWeser;Umspannwerk_Meissen;;substation;220.0;220000;110000;SRID=4326;POINT(8.95904413219088_52.2784949764899);895.904.413.219;522.784.949.765;;
389;50;TenneT_TSO_GmbH;E.ON_Netz_GmbH;Umspannwerk_Trennfeld;substation;220.0;220000;110000;SRID=4326;POINT(9.59430158866246_49.7984427303145);959.430.158.866;497.984.427.303;;
390;50;EON_Netz;Kriegenbrunn;KRI;substation;380.0;380000;110000;SRID=4326;POINT(10.9729038959004_49.5585073756737);109.729.038.959;495.585.073.757;;
391;50;;Kraftwerkseinspeisung_Staudinger;;substation;380.0;220000;110000;SRID=4326;POINT(8.95464412133747_50.0860157333265);895.464.412.134;500.860.157.333;;
392;;;UW_Stahlwerk_ThyssenKrupp_Nirosta;;substation;220.0;220000;SRID=4326;POINT(7.17590438914786_51.4755782506206);717.590.438.915;514.755.782.506;;;
393;50;EnBW;Umspannwerk_Niederstotzingen;;substation;380.0;380000;110000;SRID=4326;POINT(10.231641549556_48.5297622792522);102.316.415.496;485.297.622.793;;
394;50;EnBW;Umspannwerk_Rotensohl;;substation;380.0;380000;110000;SRID=4326;POINT(10.2224539935941_48.7367522347984);102.224.539.936;487.367.522.348;;
395;50;;380kV-Umspannwerk_Gruenkraut;;substation;380.0;380000;110000;SRID=4326;POINT(9.64533503255392_47.7445961090448);964.533.503.255;47.744.596.109;;
396;50;LEW;Gundremmingen;Station_179_U;substation;380.0;380000;110000;SRID=4326;POINT(10.4015868558303_48.5099297352537);104.015.868.558;485.099.297.353;;
397;;TenneT;Umspannwerk_Karben;;substation;380.0;380000;110000;SRID=4326;POINT(8.80962330905886_50.2034748086043);880.962.330.906;502.034.748.086;;
398;50;TenneT;Audorf;;substation;380.0;380000;110000;SRID=4326;POINT(9.72460611042234_54.2882702503445);972.460.611.042;542.882.702.503;;
399;;;Umspannwerk_Weilimdorf;;substation;220.0;220000;110000;SRID=4326;POINT(9.09714220939812_48.8277618380686);90.971.422.094;488.277.618.381;;
400;50;Stadtwerke_Bielefeld_GmbH;Umspannwerk_Bielefeld_Ost;;substation;220.0;220000;110000;SRID=4326;POINT(8.62886493303814_51.9936340707213);862.886.493.304;519.936.340.707;;
401;50;TenneT;Umspannwerk_Kiel_West;;substation;220.0;220000;110000;SRID=4326;POINT(10.0604081018258_54.3487708201584);100.604.081.018;543.487.708.202;;
402;50;TenneT_TSO_GmbH;Itzehoe/West;;substation;220.0;220000;110000;SRID=4326;POINT(9.44963652666114_53.967286497351);944.963.652.666;539.672.864.974;;
403;50;Amprion;Tiengen;;substation;380.0;380000;220000;110000;SRID=4326;POINT(8.25885994832776_47.6342116213731);825.885.994.833;476.342.116.214;
404;;;Betznau;;substation;380.0;380000;220000;SRID=4326;POINT(8.23209442033504_47.5561434831307);823.209.442.034;475.561.434.831;;
405;;ALPIQ_AXPO;Asphard;;substation;380.0;380000;SRID=4326;POINT(7.75259055668336_47.5391330214816);775.259.055.668;475.391.330.215;;;
406;50;;Beuren;;substation;220.0;220000;110000;SRID=4326;POINT(8.86152575255362_47.8064353220893);886.152.575.255;478.064.353.221;;
409;50;EnBW_AG;Umspannwerk_Muehlhausen;;substation;380.0;380000;110000;SRID=4326;POINT(9.21565014323537_48.8523053231829);921.565.014.324;488.523.053.232;;
410;;Kernkraftwerk_Gundremmingen_GmbH;Kernkraftwerk_Gundremmingen;KRB;plant;380.0;;SRID=4326;POINT(10.4012813869114_48.5146084080517);104.012.813.869;485.146.084.081;;;
411;50;TenneT;Umspannwerk_Paderborn_Sued;;substation;220.0;220000;110000;SRID=4326;POINT(8.73757268935919_51.7001692737445);873.757.268.936;517.001.692.737;;
412;50;TenneT;EON_Netz;Luebeck;substation;220.0;220000;110000;SRID=4326;POINT(10.6414677086397_53.9191626884641);106.414.677.086;539.191.626.885;;
413;50;EnBW;Umspannwerk_Wiesloch;;substation;380.0;380000;220000;110000;SRID=4326;POINT(8.67371728898445_49.2904393851271);867.371.728.898;492.904.393.851;
414;50;;Goetzdorf;;substation;220.0;220000;SRID=4326;POINT(9.48789502699389_53.6365577623199);948.789.502.699;536.365.577.623;;;
415;50;TenneT;Abbenfleth;;substation;220.0;220000;SRID=4326;POINT(9.49151079250535_53.6580982806881);949.151.079.251;536.580.982.807;;;
416;;;Poste_lectrique_de_Sierentz;;substation;380.0;400000;SRID=4326;POINT(7.47226685748746_47.6466103447741);747.226.685.749;476.466.103.448;;;
417;;;Freiluftschaltanlage_KW_Schaerding-Neuhaus;;substation;220.0;220000;SRID=4326;POINT(13.4428541936116_48.4345463643775);134.428.541.936;484.345.463.644;;;
418;;;Jochenstein;;substation;220.0;220000;SRID=4326;POINT(13.7106901040113_48.5193051606747);13.710.690.104;485.193.051.607;;;
421;50;;Umspannwerk_Hueffenhardt;;substation;380.0;380000;220000;110000;SRID=4326;POINT(9.09183529743294_49.2946188662059);909.183.529.743;492.946.188.662;
422;50;Stadtwerke_Heidelberg_Netze_GmbH;Umspannanlage_Heidelberg-Sued;;substation;220.0;220000;110000;SRID=4326;POINT(8.66378315807233_49.3600873718872);866.378.315.807;493.600.873.719;;
423;;Schluchseewerk_AG;Kavernenkraftwerk_Saeckingen;;generator;220.0;;SRID=4326;POINT(7.95849127307054_47.5791483196323);795.849.127.307;475.791.483.196;;;
424;50;;Karlsruhe-West;;substation;220.0;220000;110000;SRID=4326;POINT(8.34912612288763_49.0130521177978);834.912.612.289;490.130.521.178;;
425;50;Salzgitter_AG;;;substation;220.0;220000;SRID=4326;POINT(10.4203895577612_52.1652004276784);104.203.895.578;521.652.004.277;;;
426;;;;;substation;220.0;220000;SRID=4326;POINT(10.3884721771883_52.1513649329361);103.884.721.772;521.513.649.329;;;
427;50;EnBW_AG;;;substation;380.0;380000;SRID=4326;POINT(8.30626265141083_49.0128258362562);830.626.265.141;490.128.258.363;;;
428;;Vattenfall_Europe;Kraftwerk_Jaenschwalde;;plant;380.0;;SRID=4326;POINT(14.4598868223649_51.8332759246019);144.598.868.224;518.332.759.246;;;
429;50;;Siersdorf;;substation;380.0;380000;110000;SRID=4326;POINT(6.21619297137216_50.9123617956925);621.619.297.137;509.123.617.957;;
430;;TenneT;380kV_Maasbracht;;substation;380.0;380000;SRID=4326;POINT(5.91852734477995_51.1484263858426);591.852.734.478;511.484.263.858;;;
431;50;Amprion;Kirchberg_Sued;;auxillary_T_node;380.0;380000;SRID=4326;POINT(6.2140153990158_50.9438998573728);621.401.539.902;509.438.998.574;;;
432;;TIWAG-Netz_AG;Silz;;substation;220.0;220000;110000;SRID=4326;POINT(10.9662583424068_47.2695304688802);109.662.583.424;472.695.304.689;;
433;50;E.ON_Netz_GmbH;Umspannwerk_Kruen;;substation;220.0;220000;110000;SRID=4326;POINT(11.2777210418419_47.4958726669837);112.777.210.418;47.495.872.667;;
434;50;;Silz_(AT)_-_Kruen_(DE)_-_Oberbrunn;250;auxillary_T_node;220.0;220000;SRID=4326;POINT(11.2869438320852_47.4928624569052);112.869.438.321;474.928.624.569;;;
435;50;50Hertz;302_Marzahn_-_Thyrow;302;auxillary_T_node;220.0;220000;SRID=4326;POINT(13.5053368398164_52.4747788520482);135.053.368.398;52.474.778.852;;;
436;50;EnBW;_Energiedienst;Umspannwerk_Villingen;substation;380.0;380000;110000;SRID=4326;POINT(8.46542980021065_48.0435236210637);846.542.980.021;480.435.236.211;;
437;50;EnBW;ENGST-KUHMO-VILLI;7630;auxillary_T_node;380.0;380000;SRID=4326;POINT(8.53055554991256_47.9148481845625);853.055.554.991;479.148.481.846;;;
438;50;;220-kV-Umspannwerk_Kuppenheim;;substation;220.0;220000;110000;SRID=4326;POINT(8.24872901623214_48.8463165189067);824.872.901.623;488.463.165.189;;
439;50;EnBW;Daxlanden_-_Weier;DAXLA-KUMRA-WEIER;auxillary_T_node;220.0;220000;SRID=4326;POINT(8.24975045659741_48.8491773731136);82.497.504.566;488.491.773.731;;;
440;50;TenneT;202;202;auxillary_T_node;220.0;220000;SRID=4326;POINT(9.45967747872262_53.8646574512707);945.967.747.872;538.646.574.513;;;
441;50;50Hertz;EON_TEAG;Grossschwabhausen;substation;380.0;380000;110000;SRID=4326;POINT(11.4703941249156_50.9303902294723);114.703.941.249;509.303.902.295;;
442;50;50Hertz;415;415;auxillary_T_node;380.0;380000;SRID=4326;POINT(11.4299065773025_50.9114464610955);114.299.065.773;509.114.464.611;;;
443;50;TenneT;Umspannwerk_Rhede;RHED;substation;380.0;380000;SRID=4326;POINT(7.25465688214231_53.0266716315927);725.465.688.214;530.266.716.316;;;
444;50;Amprion;TenneT;Emsland_West;auxillary_T_node;380.0;380000;SRID=4326;POINT(7.25501773539194_53.0267136928067);725.501.773.539;530.267.136.928;;;
445;50;Amprion;Amelsbueren;;auxillary_T_node;220.0;220000;SRID=4326;POINT(7.37185639416872_52.1977066547834);737.185.639.417;521.977.066.548;;;
446;50;50Hertz_Transmission;Umspannwerk_Windpark_Iven;;substation;220.0;220000;SRID=4326;POINT(13.399828840425_53.7944477778114);133.998.288.404;537.944.477.778;;;
447;50;50Hertz_Transmission;316;316;auxillary_T_node;220.0;220000;SRID=4326;POINT(13.3984708281663_53.7933318754816);133.984.708.282;537.933.318.755;;;
448;50;Amprion;Schwerterheide_Nord;;auxillary_T_node;380.0;380000;SRID=4326;POINT(7.42474524551043_51.4592583943398);742.474.524.551;514.592.583.943;;;
449;50;Amprion;Oerkhaus_West;;auxillary_T_node;380.0;380000;SRID=4326;POINT(7.12336046768833_51.4473443869048);712.336.046.769;514.473.443.869;;;
450;50;RWE;DSW_21;_AVU;substation;380.0;380000;220000;110000;SRID=4326;POINT(7.41670791195847_51.4570521583476);741.670.791.196;514.570.521.583;
451;50;Amprion;Witten_West;;auxillary_T_node;380.0;380000;SRID=4326;POINT(7.41658261384975_51.4607823586596);741.658.261.385;514.607.823.587;;;
452;;Amprion;_Westnetz;Station_Dahlem;substation;380.0;380000;110000;SRID=4326;POINT(6.53175001008574_50.39005126464);653.175.001.009;503.900.512.646;;
453;50;Amprion;Selhausen_West;;auxillary_T_node;380.0;380000;SRID=4326;POINT(6.53303653131644_50.3922427776709);653.303.653.132;503.922.427.777;;;
454;50;Amprion;Neurath_2b;;auxillary_T_node;380.0;380000;SRID=4326;POINT(6.60879226770999_51.0346787720857);660.879.226.771;510.346.787.721;;;
455;50;;Station_Rath;;substation;380.0;380000;SRID=4326;POINT(6.80890624663756_51.2686075940546);680.890.624.664;512.686.075.941;;;
456;50;Amprion;Meerbusch_West;;auxillary_T_node;380.0;380000;SRID=4326;POINT(6.72033167479422_51.3441235773954);672.033.167.479;513.441.235.774;;;
457;50;Amprion;Hochlarmark_West;;auxillary_T_node;220.0;220000;SRID=4326;POINT(7.13937473425833_51.5608313916517);713.937.473.426;515.608.313.917;;;
458;50;Amprion;Haarstrang_Ost;;auxillary_T_node;380.0;220000;SRID=4326;POINT(7.41946378046051_51.4575100936229);741.946.378.046;514.575.100.936;;;
459;;RWE;Station_Welper;;substation;220.0;220000;SRID=4326;POINT(7.19597933005019_51.4115753148661);719.597.933.005;514.115.753.149;;;
460;50;Amprion;Welper_Ost;;auxillary_T_node;220.0;220000;SRID=4326;POINT(7.17920262035811_51.4218244823956);717.920.262.036;514.218.244.824;;;
461;50;;Rheinzink;;substation;220.0;220000;SRID=4326;POINT(7.32427958320741_51.6213874676194);732.427.958.321;516.213.874.676;;;
462;50;Amprion;Elmenhorst_Sued;;auxillary_T_node;220.0;220000;SRID=4326;POINT(7.34371334412713_51.6131049439167);734.371.334.413;516.131.049.439;;;
463;50;Amprion;Utfort_West;;auxillary_T_node;220.0;220000;SRID=4326;POINT(6.52272548882226_51.3224954692993);652.272.548.882;513.224.954.693;;;
464;50;RWE;Station_Bollenacker;;substation;220.0;220000;110000;SRID=4326;POINT(6.96330545403678_50.8337629177582);696.330.545.404;508.337.629.178;;
465;50;Amprion;Godorf_Ost;;auxillary_T_node;220.0;220000;SRID=4326;POINT(6.92909269080674_50.8441529722133);692.909.269.081;508.441.529.722;;;
466;;Westnetz;Station_Stockem;;substation;220.0;220000;110000;SRID=4326;POINT(7.09582671880563_50.8268716757217);709.582.671.881;508.268.716.757;;
467;50;Amprion;Gremberghoven_Ost;;auxillary_T_node;220.0;220000;SRID=4326;POINT(7.09435790958289_50.8269670893312);709.435.790.958;508.269.670.893;;;
468;50;Amprion;Station_Ossenberg;;substation;220.0;220000;110000;SRID=4326;POINT(6.57729057687864_51.5563911802085);657.729.057.688;515.563.911.802;;
469;50;Amprion;Wesel_Ost;;auxillary_T_node;220.0;220000;SRID=4326;POINT(6.65066741434228_51.5537022721424);665.066.741.434;515.537.022.721;;;
470;50;Amprion;Uentrop_Nord;;auxillary_T_node;380.0;380000;SRID=4326;POINT(7.82599043340792_51.7500675542728);782.599.043.341;517.500.675.543;;;
471;50;Amprion;Olefin_West;;auxillary_T_node;220.0;220000;SRID=4326;POINT(6.9289790539233_50.84381694694);692.897.905.392;508.438.169.469;;;
472;50;Amprion;Station_Enniger;;substation;380.0;380000;110000;SRID=4326;POINT(7.9939591196577_51.823095434189);799.395.911.966;518.230.954.342;;
473;50;Amprion;Gersteinwerk_Ost;;auxillary_T_node;380.0;380000;SRID=4326;POINT(7.83402074322725_51.7550403464858);783.402.074.323;517.550.403.465;;;
474;50;TenneT_TSO_GmbH;Avacon_AG;Wechold;substation;220.0;220000;110000;SRID=4326;POINT(9.14517687189382_52.8532464360106);914.517.687.189;52.853.246.436;;
475;50;TenneT;Leitung_2010/2023;1;auxillary_T_node;220.0;220000;SRID=4326;POINT(9.13794792584036_52.8470269944345);913.794.792.584;528.470.269.944;;;
476;50;RWE;Station_Hesseln;;substation;220.0;220000;110000;SRID=4326;POINT(8.31888925383353_52.0660374597241);831.888.925.383;520.660.374.597;;
477;50;Amprion;Halle_West;;auxillary_T_node;220.0;220000;SRID=4326;POINT(8.33466775124759_52.07052004268);833.466.775.125;520.705.200.427;;;
478;50;Amprion;Geithe_West;;auxillary_T_node;380.0;380000;SRID=4326;POINT(7.9818783185962_51.6766515664854);79.818.783.186;516.766.515.665;;;
479;50;;Erzhausen;;substation;220.0;220000;SRID=4326;POINT(9.92382983732643_51.8975617615529);992.382.983.733;518.975.617.616;;;
480;50;TenneT;Leitung_2030/2001;2030/2001;auxillary_T_node;220.0;220000;SRID=4326;POINT(9.8524162497002_51.8987652474175);98.524.162.497;518.987.652.474;;;
481;50;;Leitung_3019/3026/3027;3019;auxillary_T_node;380.0;380000;SRID=4326;POINT(9.4136812208929_52.0274828920508);941.368.122.089;520.274.828.921;;;
482;50;TenneT;Leitung_2019/2027/2029;2;auxillary_T_node;220.0;220000;SRID=4326;POINT(10.3552149923206_52.1758109606876);103.552.149.923;521.758.109.607;;;
483;50;LEW;Umspannwerk_Bidingen_Nr._697_S;;substation;380.0;380000;110000;SRID=4326;POINT(10.7027318899547_47.8264597977002);1.070.273.189;478.264.597.977;;
484;;;K12;;auxillary_T_node;380.0;380000;SRID=4326;POINT(10.7037422782749_47.826415980499);107.037.422.783;478.264.159.805;;;
485;50;LEW;Umspannwerk_Memmingen;;substation;220.0;220000;110000;SRID=4326;POINT(10.1949334440241_47.9709368782958);10.194.933.444;479.709.368.783;;
486;50;;Umspannstation_Irsingen;;substation;220.0;220000;110000;SRID=4326;POINT(10.6412867739286_48.0274512409907);106.412.867.739;48.027.451.241;;
487;;;;O11;auxillary_T_node;220.0;220000;SRID=4326;POINT(10.6418025411196_48.0258492685192);106.418.025.411;480.258.492.685;;;
488;;;HD-Neurott_-_Hueffenhardt;;auxillary_T_node;380.0;380000;SRID=4326;POINT(8.67009921732699_49.3092022842852);867.009.921.733;493.092.022.843;;;
489;;transpower;Voerden;;substation;380.0;380000;110000;SRID=4326;POINT(9.22808874457675_51.8124533663924);922.808.874.458;518.124.533.664;;
490;;TenneT;;3012;auxillary_T_node;380.0;380000;SRID=4326;POINT(9.23187002273009_51.810119094224);923.187.002.273;518.101.190.942;;;
491;50;;Delmensingen_-_Niederstotzingen_-_Rotensohl;;auxillary_T_node;380.0;380000;SRID=4326;POINT(10.2341629653667_48.5289320393823);102.341.629.654;485.289.320.394;;;
492;;TenneT;Mainova;Umspannwerk_Frankfurt_Nord;substation;220.0;220000;110000;SRID=4326;POINT(8.73513573367143_50.1591915403542);873.513.573.367;501.591.915.404;;
493;50;EON_Netz;Doernigheim_110_kV;DOEH;substation;220.0;110000;SRID=4326;POINT(8.87225963914833_50.1297253197387);887.225.963.915;501.297.253.197;;;
494;;;Staudinger_-_Doernigheim_-_Frankfurt_Nord;;auxillary_T_node;220.0;220000;SRID=4326;POINT(8.74326052934848_50.1623379810729);874.326.052.935;501.623.379.811;;;
495;50;TenneT_TSO_GmbH;Audorf_-_Jardelund;;auxillary_T_node;380.0;380000;SRID=4326;POINT(9.33223016559803_54.7210227584184);93.322.301.656;547.210.227.584;;;
2_220kV;50;TenneT;Umspannwerk_Kraftwerk_Robert_Frank;;substation;220.0;220000;SRID=4326;POINT(9.11321007472722_52.5438533223737);911.321.007.473;525.438.533.224;;;
5_220kV;50;TenneT;Wahle;;substation;220.0;380000;220000;SRID=4326;POINT(10.3662749375017_52.2846467462009);103.662.749.375;522.846.467.462;;
10_220kV;;50Hertz_Transmission_GmbH;E.ON_edis_AG;Wustermark;substation;220.0;380000;220000;110000;SRID=4326;POINT(12.9416466019288_52.5621144045848);129.416.466.019;525.621.144.046;
12_220kV;50;50Hertz_Transmission_GmbH;Neuenhagen;NHG_TCC;substation;220.0;380000;220000;110000;SRID=4326;POINT(13.7096697058228_52.5397952580643);137.096.697.058;525.397.952.581;
13_220kV;;TenneT_TSO_GmbH;E.ON_Netz_GmbH;Umspannwerk_Oberbachern;substation;220.0;380000;220000;110000;SRID=4326;POINT(11.3704262486892_48.2914922329548);113.704.262.487;48.291.492.233;
15_220kV;50;TenneT_TSO_GmbH;Umspannwerk_Ottenhofen;OH;substation;220.0;380000;220000;SRID=4326;POINT(11.8681562938884_48.2068029185353);118.681.562.939;482.068.029.185;;
18_220kV;;50Hertz;Umspannwerk_Lubmin;;substation;220.0;380000;220000;SRID=4326;POINT(13.6834769666546_54.1390906406635);136.834.769.667;541.390.906.407;;
20_220kV;50;50Hertz_Transmission;Umspannwerk_Hamburg-Nord;;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.98460982000897_53.7411287759659);998.460.982.001;53.741.128.776;
22_220kV;50;50Hertz_Transmission;Umspannwerk_Kernkraftwerk_Brunsbuettel;;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.20210420095253_53.8951574100045);920.210.420.095;5.389.515.741;
24_220kV;50;TenneT;Schleswig-Holstein_Netz_AG;Audorf;substation;220.0;220000;110000;SRID=4326;POINT(9.72699196993402_54.2914209867842);972.699.196.993;542.914.209.868;;
26_220kV;;;Brokdorf;;substation;220.0;380000;220000;SRID=4326;POINT(9.34400177215961_53.8517774635399);934.400.177.216;538.517.774.635;;
30_220kV;50;;Dollern;;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.5017896678173_53.5428143723363);950.178.966.782;535.428.143.723;
32_220kV;50;50Hertz_Transmission_GmbH;Umspannwerk_Vieselbach;;substation;220.0;380000;220000;110000;SRID=4326;POINT(11.1228545605428_50.9989090670144);111.228.545.605;50.998.909.067;
37_220kV;;50Hertz_Transmission_GmbH;Umspannwerk_Wolmirstedt;;substation;220.0;380000;220000;SRID=4326;POINT(11.6389127631156_52.2687346818467);116.389.127.631;522.687.346.818;;
42_220kV;50;50Hertz;Guestrow;;substation;220.0;380000;220000;SRID=4326;POINT(12.1869848227216_53.8157751724384);121.869.848.227;538.157.751.724;;
46_220kV;50;50Hertz;Umspannwerk_Marzahn;MZA9;substation;220.0;380000;220000;110000;SRID=4326;POINT(13.5241987309997_52.5356342713481);13.524.198.731;525.356.342.713;
